"Cusip","Cusip.A"
"038101AH","938a4117"
"038101AJ","de42e01c"
"038101AL","81b0301"
"038101AM","c347d0a4"
"038196AB","9477dd33"
"038196AD","422e3e2e"
"03834AAA","41cc007e"
"03834LAA","dac915af"
"03840PAB","c8790910"
"03840PAC","325dab5"
"03841XAA","8a737448"
"03841XAB","ce706e6"
"038521AA","93989823"
"038521AB","150cea8d"
"038521AD","c3550990"
"038521AL","2f068bfd"
"038521AM","e45a5858"
"038522AA","1d179fc0"
"038522AB","9b83ed6e"
"038522AG","cb4e7cdd"
"038522AH","3a18ce08"
"038522AK","bc8cbca6"
"038522AL","a1898c1e"
"038522AM","6ad55fbb"
"038522AN","ec412d15"
"038522AP","d59d4efe"
"038522AQ","1ec19d5b"
"03852UAA","c7393662"
"03879QAB","434704d6"
"03879QAD","951ee7cb"
"03879QAF","d8d646c0"
"039230AB","ed8f3ae9"
"039380AA","68cbda4"
"039380AB","8018cf0a"
"039380AC","4b441caf"
"039380AD","56412c17"
"039380AE","9d1dffb2"
"039380AF","1b898d1c"
"039380AG","d0d55eb9"
"039380AH","2183ec6c"
"039380AJ","6c4b4d67"
"039380AK","a7179ec2"
"039381AB","4cb2cf94"
"039381AE","51b7ff2c"
"039384AC","cf0e1255"
"03938LAF","e07609c3"
"03938LAL","41ed2aa5"
"03938LAM","8ab1f900"
"03938LAP","35f9e845"
"03938LAQ","fea53be0"
"03938LAR","7831494e"
"03938LAS","b36d9aeb"
"03938LAT","ae68aa53"
"03938LAU","653479f6"
"03938LAV","e3a00b58"
"03938LAW","28fcd8fd"
"03938LAX","d9aa6a28"
"03938LAY","12f6b98d"
"03938LAZ","9462cb23"
"03939PAA","c11c095c"
"03939RAA","83390e21"
"03939RAB","5ad7c8f"
"03939RAC","cef1af2a"
"039525AC","9b94e812"
"039686AA","26ca7f67"
"039686AB","a05e0dc9"
"03968AAA","805fe7ee"
"03968XAA","e3abcdee"
"03968XAB","653fbf40"
"03968XAC","ae636ce5"
"03969AAA","9724f3ad"
"03969AAB","11b08103"
"03969AAD","c7e9621e"
"03969AAE","cb5b1bb"
"03969AAG","417d10b0"
"03969AAH","b02ba265"
"03969AAJ","fde3036e"
"03969AAL","2bbae073"
"03969AAM","e0e633d6"
"03969LAA","c21e67c"
"03979PAA","c8f7a926"
"03979PAB","4e63db88"
"039914AA","394795cc"
"040146AC","603fe10b"
"040146AG","fbaea31d"
"040146AJ","4730b0c3"
"040146AK","8c6c6366"
"04021LAA","b1c73314"
"040228AE","3bc1d2ad"
"040228AG","760973a6"
"040228AJ","ca976078"
"040228AK","1cbb3dd"
"040228AL","1cce8365"
"042170AH","ad769d4b"
"042170AK","2be2efe5"
"042170AN","7b2f7e56"
"042248AC","c6eef1fb"
"042260AA","763563c3"
"042260AB","f0a1116d"
"04226QAA","6a74c3e6"
"04226QAD","3ab95255"
"042380AA","5135d36f"
"042380AC","1cfd7264"
"042735AJ","f8ac136f"
"042735AK","33f0c0ca"
"042735AL","2ef5f072"
"042735AV","8cb8d18f"
"042735AZ","fb7a11f4"
"043126AA","c70f5f8b"
"04317YAA","8453a8d3"
"04318AAA","f4b44d9c"
"043314AA","b852b40e"
"043339AJ","6766799a"
"043339CA","9a3e9870"
"043353AA","ef7bec1b"
"043353AB","69ef9eb5"
"043353AC","a2b34d10"
"043353AD","bfb67da8"
"043353AJ","85bc1cd8"
"043413AD","8637dd"
"043413AE","cbdae478"
"043413AH","7744f7a6"
"043436AA","365d808c"
"043436AB","b0c9f222"
"043436AC","7b952187"
"043436AD","6690113f"
"043436AE","adccc29a"
"043436AH","1152d144"
"043436AJ","5c9a704f"
"043436AK","97c6a3ea"
"043436AL","8ac39352"
"043436AM","419f40f7"
"043436AN","c70b3259"
"043436AP","fed751b2"
"043502AA","6458d98d"
"043628AC","7d91f7cb"
"04364VAA","86229dc3"
"04364VAG","507b7ede"
"044209AC","bf1d6a2a"
"044209AD","a2185a92"
"044209AE","69448937"
"044209AF","efd0fb99"
"044209AG","248c283c"
"044209AH","d5da9ae9"
"044209AJ","98123be2"
"044209AK","534ee847"
"044209AL","4e4bd8ff"
"044209AM","85170b5a"
"044209AN","38379f4"
"045054AA","e63c9442"
"045054AB","60a8e6ec"
"045054AC","abf43549"
"045054AD","b6f105f1"
"045054AF","fb39a4fa"
"045056AA","a419933f"
"045086AA","55567468"
"045086AB","d3c206c6"
"045086AD","59be5db"
"045086AF","485344d0"
"04518GAB","5cfafcf6"
"04519DAA","439a9df8"
"04523XAA","16978801"
"04523XAB","9003faaf"
"045456AA","adf23345"
"045709AD","85bf4e16"
"045709AE","4ee39db3"
"04570TAA","9e9c6acf"
"04570TAC","d354cbc4"
"04570VAA","dcb96db2"
"04570VAC","9171ccb9"
"04570XAA","c9337f80"
"04570YAA","5997f1e"
"045920AB","7c96ae15"
"045920AF","e707ec03"
"04624RAA","7ad49f01"
"046255AC","fa4983eb"
"04625HAA","80d4a6a1"
"04682RAC","5324d749"
"04684LAA","4c72cd1"
"04685RAA","7a8d1b8b"
"047478AA","cee2b030"
"047478AB","4876c29e"
"047478AC","832a113b"
"047650AA","3704533e"
"047650AB","b1902190"
"048266AA","52f532c0"
"048266AC","1f3d93cb"
"04853EAC","95a95b8e"
"04853EAF","c564ca3d"
"04853VAA","2a55cc4d"
"04878QAP","6eba5a8a"
"04878QAR","2372fb81"
"049164AC","77a1f075"
"049164AK","9bf27218"
"049164AL","86f742a0"
"049164AP","f2e38040"
"049164AT","6972c256"
"049164AU","a22e11f3"
"049164AW","efe6b0f8"
"049164BE","901009f5"
"049166AA","784c5603"
"049296AA","4cc222d1"
"049296AC","10a83da"
"049296AE","d75360c7"
"049296AF","51c71269"
"049302AB","d7d83e0"
"049302AD","db2460fd"
"049302AE","1078b358"
"04939MAA","523ac429"
"04939MAC","1ff26522"
"04939MAD","2f7559a"
"04939MAE","c9ab863f"
"04939MAF","4f3ff491"
"04939MAG","84632734"
"04939MAH","753595e1"
"04939MAJ","38fd34ea"
"04939MAK","f3a1e74f"
"04939MAL","eea4d7f7"
"04939MAM","25f80452"
"04939TAA","31ceee29"
"04941JAA","1fb7451"
"04962VAE","8c06fedb"
"04962VAJ","7d504c0e"
"04964VAA","648dc547"
"050095AM","5192479e"
"05070GAA","865abc2a"
"05070GAB","cece84"
"05070GAD","d6972d99"
"05070GAE","1dcbfe3c"
"05070GAG","50035f37"
"05155CAA","8dfcf862"
"051620AA","2075b8db"
"051620AB","a6e1ca75"
"05164BAC","f0d2f6b7"
"05164BAD","edd7c60f"
"05164BAG","6b43b4a1"
"052068AA","3a80e424"
"052068AB","bc14968a"
"05210QAA","69fc4d00"
"052907AA","6cafa4c8"
"052907AB","ea3bd666"
"05329WAB","af1de4b1"
"05329WAF","348ca6a7"
"05329WAH","e86c7d7"
"05329WAJ","434e66dc"
"05329WAK","8812b579"
"05330JAA","8d566f80"
"05330KAA","41fc6f1e"
"053323AJ","7a783d7e"
"05336XAA","c0d2205c"
"05336XAC","8d1a8157"
"05336XAD","901fb1ef"
"05336XAF","ddd710e4"
"053402AB","96ab8c72"
"053499AB","6762267f"
"053499AC","ac3ef5da"
"053499AD","b13bc562"
"053499AE","7a6716c7"
"053499AF","fcf36469"
"053499AG","37afb7cc"
"053499AH","c6f90519"
"053499AJ","8b31a412"
"053505AA","f5389cfb"
"053505AB","73acee55"
"05351LAA","515c0203"
"05351LAE","cacd4015"
"05352AAA","f3d42b17"
"05352AAC","be1c8a1c"
"05354RAA","72fa6455"
"05356KAC","7230c7d8"
"05366BAA","cb80c6fb"
"05366BAB","4d14b455"
"053672AC","3d63e223"
"053773AA","53c32888"
"053773AB","d5575a26"
"053773AE","c8526a9e"
"053773AF","4ec61830"
"053773AK","f2580bee"
"053773AL","ef5d3b56"
"053773AM","2401e8f3"
"053773AN","a2959a5d"
"053773AQ","50152a13"
"053773AR","d68158bd"
"053773AS","1ddd8b18"
"053773AT","d8bba0"
"053773AU","cb846805"
"053773AV","4d101aab"
"053773AY","bc46a87e"
"053773AZ","3ad2dad0"
"053773BA","622b3215"
"053773BB","e4bf40bb"
"053790AC","584655f2"
"05379BAA","fbfb6214"
"05379BAC","b633c31f"
"053807AF","5fe6208e"
"053807AJ","2824e0f5"
"053807AK","e3783350"
"053807AM","3521d04d"
"053807AN","b3b5a2e3"
"053807AP","8a69c108"
"053810AA","5f5d0d6c"
"053810AB","d9c97fc2"
"053810AC","1295ac67"
"053810AD","f909cdf"
"053810AE","c4cc4f7a"
"05401AAB","83dfbbbb"
"054042AB","eb976887"
"054042AC","20cbbb22"
"05409QAA","c2285a26"
"054303AR","9230808d"
"054303AU","8f35b035"
"054303AW","c2fd113e"
"054303AX","33aba3eb"
"054303AY","f8f7704e"
"054303AZ","7e6302e0"
"054303BA","269aea25"
"054393AB","3d45344d"
"054402AA","3904eb5f"
"054402AB","bf9099f1"
"05453GAA","bfb2350"
"05454RAD","b0ce065"
"05454RAE","c05033c0"
"05454RAF","46c4416e"
"05454RAG","8d9892cb"
"054596AF","e32a0878"
"05461YAA","a70b93cc"
"05461YAB","219fe162"
"05462GAA","f7b78c10"
"05462GAC","ba7f2d1b"
"05463DAA","6e439fb0"
"054802AA","23380bd1"
"054802AB","a5ac797f"
"054802AD","73f59a62"
"054802AF","3e3d3b69"
"054802AG","f561e8cc"
"054802AH","4375a19"
"055004AD","67c30cd1"
"05501MAD","c3a79229"
"05501MAE","8fb418c"
"055088AC","96b18b3e"
"055088AD","8bb4bb86"
"055088AE","40e86823"
"05508RAC","d79a374d"
"05508RAD","ca9f07f5"
"05508RAE","1c3d450"
"05508WAA","d2b29822"
"055381AA","2f018a1d"
"055381AF","3204baa5"
"055381AH","80edbd5"
"055381AK","8e9aa97b"
"055381AN","de5738c8"
"055381AP","e78b5b23"
"055381AQ","2cd78886"
"055381AR","aa43fa28"
"055381AS","611f298d"
"055395AA","bc3090a4"
"05539YAA","3b742550"
"05540KAA","4b95be24"
"055411AC","2cb68634"
"055411AE","faef6529"
"055416AC","26738f2d"
"05542DAA","bc43840e"
"05542HAA","ebec9141"
"05545MAA","c76df2ec"
"055604AA","3a10ed25"
"055638AA","5432c4af"
"05572AAB","990043c7"
"05572UAA","e7650eb8"
"05577BAC","9644d2ce"
"05578MAA","dd15aeb8"
"05583PAA","49f54f12"
"05590WAA","957f11f0"
"055921AA","ad0d904a"
"055921AB","2b99e2e4"
"055921AC","e0c53141"
"055930AB","f048f639"
"056037AC","5426614e"
"056037AD","492351f6"
"056037AF","4ebf0fd"
"056039AC","41ac737c"
"056039AD","5ca943c4"
"056039AF","1161e2cf"
"056039AG","da3d316a"
"056039AH","2b6b83bf"
"05604EAA","93fa3b61"
"05605HAA","1f843af3"
"056620AA","94ead58"
"056623AA","87c1aabb"
"057112AA","51b45259"
"057112AG","87edb144"
"057456AB","e8afb445"
"05765WAA","768fb6f3"
"057741AA","98b260b2"
"058498AB","88e9a1a5"
"058498AD","5eb042b8"
"058498AE","95ec911d"
"058498AF","1378e3b3"
"058498AH","297282c3"
"058498AL","b2e3c0d5"
"058498AM","79bf1370"
"058498AN","ff2b61de"
"058498AP","c6f70235"
"058498AQ","dabd190"
"058498AR","8b3fa33e"
"058498AS","4063709b"
"058498AT","5d664023"
"058498AU","963a9386"
"058498AV","10aee128"
"05873KAB","d42f064b"
"05873KAD","276e556"
"05873KAF","4fbe445d"
"05873KAG","84e297f8"
"05873KAJ","387c8426"
"059622AD","885ecf50"
"059784AB","e284c46a"
"05988LAA","eaae676c"
"06405AAA","2f394ae9"
"06646VAB","b7d9250b"
"06647FAA","5a8d72cd"
"06647FAB","dc190063"
"06675EAA","11c3e6ab"
"06675EAB","97579405"
"06675EAC","5c0b47a0"
"067066AB","af57fa0a"
"067687AA","20b523ef"
"067687AC","6d7d82e4"
"067774AB","18d5f24d"
"068086AB","f46dd55e"
"068086AF","6ffc9748"
"06846NAB","4af12493"
"06846NAC","81adf736"
"06846NAD","9ca8c78e"
"06846NAE","57f4142b"
"06846NAF","d1606685"
"068480AA","bd7d0e0d"
"06851TAA","aabd7d29"
"06851TAB","2c290f87"
"069827AA","f924b2c4"
"069827AG","2f7d51d9"
"06985PAA","476b76af"
"06985PAB","c1ff0401"
"06985PAE","dcfa34b9"
"06985PAF","5a6e4617"
"06985PAG","913295b2"
"06985PAH","60642767"
"06985PAJ","2dac866c"
"06985PAK","e6f055c9"
"06985PAN","b63dc47a"
"071707AC","4a77cdee"
"071707AG","d1e68ff8"
"071707AH","20b03d2d"
"071707AN","f6e9de30"
"071707AP","cf35bddb"
"07171JAE","bc00bef1"
"073051AE","aa66c083"
"07317GAB","1c682b94"
"07317GAC","d734f831"
"07317GAD","ca31c889"
"07317QAB","a6bc1338"
"07317QAF","3d2d512e"
"07317QAG","f671828b"
"07329UAA","87970ffd"
"073685AA","49ec1b7f"
"073685AB","cf7869d1"
"073685AD","19218acc"
"07370UAA","cd1d72e2"
"07379RAB","edefbf0e"
"07381HAB","4a476b78"
"075386AB","4f6b6f35"
"075386AC","8437bc90"
"07556QAA","d60d1fec"
"07556QAD","86c08e5f"
"07556QAE","4d9c5dfa"
"07556QAF","cb082f54"
"07556QAG","54fcf1"
"07556QAH","f1024e24"
"07556QAJ","bccaef2f"
"07556QAM","a1cfdf97"
"07556QAN","275bad39"
"07556QAP","1e87ced2"
"07556QAQ","d5db1d77"
"07556QAR","534f6fd9"
"07556QAU","4e4a5f61"
"07556QAV","c8de2dcf"
"07556QAX","f2d44cbf"
"07556QAY","39889f1a"
"07556QBA","e7e50571"
"07556QBB","617177df"
"07556QBC","aa2da47a"
"07556QBD","b72894c2"
"07556QBE","7c744767"
"07556QBF","fae035c9"
"07556QBG","31bce66c"
"07556QBH","c0ea54b9"
"07556QBJ","8d22f5b2"
"07556QBL","5b7b16af"
"07556QBM","9027c50a"
"07556QBP","2f6fd44f"
"07556QBQ","e43307ea"
"07556QBR","62a77544"
"075816AA","9dbc5037"
"075816AD","cd71c184"
"075816AE","62d1221"
"075896AA","2664f22f"
"075896AB","a0f08081"
"075896AC","6bac5324"
"077410AC","544ba1f4"
"077447AC","1419eda2"
"077447AD","91cdd1a"
"077447AE","c2400ebf"
"077454AA","c0255f09"
"077454AC","8dedfe02"
"077454AD","90e8ceba"
"077454AE","5bb41d1f"
"077454AF","dd206fb1"
"077454AG","167cbc14"
"077852AF","17386b8"
"077910AA","ec7d8b4f"
"077910AC","a1b52a44"
"077912AB","28ccfe9c"
"078149DP","a3389f80"
"07814PAC","bbe67b82"
"078314AC","a12540b1"
"079895AA","a2f1670b"
"080555AE","2373fc4d"
"080555AF","a5e78ee3"
"080555AG","6ebb5d46"
"080555AH","9fedef93"
"080555AJ","d2254e98"
"081361AA","c9b523e3"
"08170WAC","e808f224"
"081904AC","a8a565cf"
"083288AC","e45e90ae"
"083288AE","320773b3"
"083739AH","264f356a"
"083739AJ","6b879461"
"08576PAA","6cc6503e"
"085789AC","26689137"
"085789AD","3b6da18f"
"085789AE","f031722a"
"085789AF","76a50084"
"085790AA","63943f54"
"085790AG","b5cddc49"
"085790AJ","953cf97"
"085790AQ","60423dcf"
"085790AR","e6d64f61"
"085790AS","2d8a9cc4"
"085790AU","fbd37fd9"
"085790AV","7d470d77"
"085790AW","b61bded2"
"085790AX","474d6c07"
"085790AY","8c11bfa2"
"085790AZ","a85cd0c"
"085790BA","527c25c9"
"085791AB","29aa4d64"
"085791AD","fff3ae79"
"085791AG","7967dcd7"
"08579AAA","36eae5a"
"08579AAC","4ea60f51"
"08580BAA","d049446f"
"08589QAA","8edec4fc"
"086516AB","5a05059"
"086516AK","22af0191"
"086516AL","3faa3129"
"086516AM","f4f6e28c"
"087509AL","307fe806"
"087714AC","49a28b7c"
"08782TAA","1c07ed84"
"08782TAD","4cca7c37"
"08782TAG","ca5e0e99"
"08783AAA","3f27c688"
"08783AAC","72ef6783"
"087851AM","97afeee9"
"087851AQ","e3bb2c09"
"087851AS","ae738d02"
"087851AT","b376bdba"
"088609AA","f42eb41d"
"088611AA","30b0bbeb"
"089098AC","157f0c54"
"089150AB","4305c6e"
"089160AC","f6e1b30e"
"08949LAA","7946924f"
"090572AE","9ce591bd"
"090572AF","1a71e313"
"090572AG","d12d30b6"
"090572AH","207b8263"
"090572AK","a6eff0cd"
"090572AL","bbeac075"
"090572AN","f622617e"
"090613AC","1e3bb0b7"
"090613AD","33e800f"
"090613AE","c86253aa"
"090613AF","4ef62104"
"090613AG","85aaf2a1"
"090613AH","74fc4074"
"090613AJ","3934e17f"
"09067JAB","15629023"
"09069NAA","df7e37e5"
"09069NAC","92b696ee"
"09069NAD","8fb3a656"
"09069NAF","c27b075d"
"091935AB","d7bc65e"
"091935AD","db222543"
"09203YAA","695c4ccf"
"09203YAC","2494edc4"
"09348TAA","b869b879"
"093645AA","46e93b75"
"093645AB","c07d49db"
"093645AD","1624aac6"
"093645AG","90b0d868"
"093645AH","61e66abd"
"093676AB","777f72fd"
"093679AA","28cb12ff"
"093679AC","6503b3f4"
"093679AD","7806834c"
"095173AB","35f6ada3"
"095173AC","feaa7e06"
"095173AE","28f39d1b"
"095173AG","653b3c10"
"095231AA","479c327f"
"095303AD","833bf34a"
"09534WAA","dabb9db4"
"095370AA","391808d3"
"095370AB","bf8c7a7d"
"095370AC","74d0a9d8"
"095370AD","69d59960"
"095699AA","8bc032e"
"095796AA","3e5e7abc"
"095796AE","a5cf38aa"
"096000AA","2facb818"
"096000AC","62641913"
"096231AC","93b6f575"
"09623YAA","dd70ef70"
"09623YAB","5be49dde"
"09626GAB","7842fb88"
"09627HAA","308d8fc9"
"09628TAA","c420647c"
"09628UAA","88a64e2"
"09643PAA","cf21841c"
"09643PAB","49b5f6b2"
"09664PAA","afb539e8"
"09664PAC","e27d98e3"
"09689RAA","216e971"
"09701BAA","172ce576"
"097383AM","4780b95b"
"097383AN","c114cbf5"
"097383AQ","33947bbb"
"097383AT","6359ea08"
"097383AU","a80539ad"
"097383AV","2e914b03"
"097383AW","e5cd98a6"
"097395AD","b19bf557"
"097395AH","c659352c"
"097395AJ","8b919427"
"09739DAA","81acf5ea"
"09739DAC","cc6454e1"
"097403AA","6946c041"
"09747FAA","e997327c"
"09747FAC","a45f9377"
"09747GAA","253d32e2"
"09747GAB","a3a9404c"
"09774LAG","7cb44a6f"
"097751AG","5c9ada6d"
"097751AH","adcc68b8"
"097751AL","365d2aae"
"097751AM","fd01f90b"
"097751AS","c4dd9ae0"
"097751AV","94100b53"
"097751AY","6546b986"
"097751BB","3dbf5143"
"097751BF","a62e1355"
"097751BH","9c247225"
"097751BJ","d1ecd32e"
"097751BK","1ab0008b"
"097751BM","cce9e396"
"097751BP","73a1f2d3"
"097751BR","3e6953d8"
"09776LAA","841b81f4"
"09776LAC","c9d320ff"
"09776NAA","c63e8689"
"09776NAB","40aaf427"
"09776NAC","8bf62782"
"09776NAD","96f3173a"
"09776NAE","5dafc49f"
"09776NAF","db3bb631"
"097793AA","2ed2cd19"
"097793AB","a846bfb7"
"097793AC","631a6c12"
"09852TAA","e1a4de9d"
"098588AC","be0640fc"
"099408AC","2b92561a"
"099500AA","5a7d879a"
"099542AA","45b4d1eb"
"099599AE","720068fc"
"099599AH","ce9e7b22"
"099599AJ","8356da29"
"099611AD","3a56b9f7"
"099733AA","e98a6c81"
"099733AJ","834d9c42"
"09973AAA","7fffa6c"
"101137AB","1cb662c3"
"101137AC","d7eab166"
"101137AD","caef81de"
"101137AE","1b3527b"
"101137AF","872720d5"
"101137AG","4c7bf370"
"101137AH","bd2d41a5"
"101137AJ","f0e5e0ae"
"101137AK","3bb9330b"
"101137AL","26bc03b3"
"102175AB","9a9d52b3"
"102183AC","48174740"
"102183AE","9e4ea45d"
"102183AG","d3860556"
"102183AJ","6f181688"
"102183AK","a444c52d"
"103186AA","8cb137ef"
"103253AA","de2965df"
"103304AB","f72d3019"
"103304AE","ea2800a1"
"103304AH","56b6137f"
"103304AJ","1b7eb274"
"103304AL","cd275169"
"103304BA","4051582a"
"103304BB","c6c52a84"
"103304BC","d99f921"
"103304BD","109cc999"
"103304BE","dbc01a3c"
"103304BG","9608bb37"
"103304BH","675e09e2"
"103304BJ","2a96a8e9"
"103304BK","e1ca7b4c"
"103304BL","fccf4bf4"
"103304BM","37939851"
"103304BN","b107eaff"
"103304BQ","43875ab1"
"103557AA","b8bf705c"
"103738AA","1670cb47"
"103738AD","46bd5af4"
"104573AA","3b3843a3"
"104573AD","6bf5d210"
"10524PAA","7f831c87"
"10524PAB","f9176e29"
"10525MAA","8f462c3e"
"10525MAB","9d25e90"
"105532AB","ed64bf5f"
"105532AD","3b3d5c42"
"10553HAE","cdf102bf"
"10553YAA","e671711c"
"10553YAB","60e503b2"
"10553YAC","abb9d017"
"106233AC","91ac111c"
"106702AD","9fa7d6bb"
"106777AA","e3eb24a5"
"106777AB","657f560b"
"106777AC","ae2385ae"
"106777AD","b326b516"
"107342AA","5ae369be"
"107343AE","dd82b36"
"107343AF","8b4c5998"
"107908AC","cc2515b8"
"10801PAA","fa75c4f2"
"10801YAA","e53adfd9"
"10801YAC","a8f27ed2"
"109043AB","a99c8b8b"
"109043AF","320dc99d"
"109043AG","f9511a38"
"109178AA","a42db288"
"109178AB","22b9c026"
"109178AD","f4e0233b"
"109178AE","3fbcf09e"
"109178AF","b9288230"
"109178AG","72745195"
"109478AA","420479cc"
"109478AB","c4900b62"
"109492AC","56ce1f9d"
"109641AE","fba2cc09"
"109641AF","7d36bea7"
"109641AG","b66a6d02"
"109641AH","473cdfd7"
"109696AA","9bb96051"
"110394AA","df5dde82"
"110394AB","59c9ac2c"
"110394AE","44cc9c94"
"110394AG","9043d9f"
"11041CAA","20ccff6a"
"11041CAC","6d045e61"
"111013AA","44f91140"
"111013AB","c26d63ee"
"111013AD","143480f3"
"111201AB","93c6a0ed"
"111320AE","835dd373"
"11133TAA","5b162b67"
"111384AA","9a81501"
"111384AC","4460b40a"
"111621AE","a9de18a9"
"111621AG","e416b9a2"
"111621AH","15400b77"
"111621AK","93d479d9"
"111621AL","8ed14961"
"111621AM","458d9ac4"
"112013AA","dd1b7741"
"112013AB","5b8f05ef"
"11283WAA","b49bb172"
"11283WAC","f9531079"
"11283YAA","a111a340"
"114535AA","3b1e5747"
"114535AB","bd8a25e9"
"114535AC","76d6f64c"
"115657AN","d1ceffa6"
"115736AA","70ea5f59"
"115736AB","f67e2df7"
"115736AC","3d22fe52"
"115736AD","2027ceea"
"115736AE","eb7b1d4f"
"115758AA","167a34e1"
"115885AE","16aadffc"
"115885AJ","e7fc6d29"
"115885AK","2ca0be8c"
"115885AM","faf95d91"
"116807AA","ed245e8e"
"11680JAA","da71dacf"
"11687PAD","3a60b56"
"116881AB","160787bf"
"117043AE","7d4adc5a"
"117043AG","30827d51"
"117043AH","c1d4cf84"
"117043AK","4740bd2a"
"117043AL","5a458d92"
"117043AP","2e514f72"
"117662AC","44516718"
"117777AA","b9c0b70a"
"11815HAB","fa34ea9f"
"11815HAC","3168393a"
"118230AS","d526730d"
"118255AB","2656d5dd"
"118255AD","f00f36c0"
"118255AE","3b53e565"
"118902AC","55b8b1d9"
"119003AF","f444d4fe"
"119818AA","b087aca7"
"119881AA","36b01d7"
"119882AA","8de40634"
"119882AB","b70749a"
"119883AD","11839719"
"119883AF","5c4b3612"
"120075AB","c1081ed3"
"120075AD","1751fdce"
"120075AF","5a995cc5"
"120075AG","91c58f60"
"120075AH","60933db5"
"12008RAG","9452e913"
"12008RAH","65045bc6"
"12008RAJ","28ccfacd"
"120111AC","12c6d138"
"120111AF","420b408b"
"120111AQ","5cd872a8"
"120111AX","7bd72360"
"120111AZ","361f826b"
"120111BB","e8721800"
"120111BC","232ecba5"
"120111BH","49e93b66"
"120111BJ","4219a6d"
"120111BK","cf7d49c8"
"120111BL","d2787970"
"120111BM","1924aad5"
"120111BN","9fb0d87b"
"120113AA","1d2b774e"
"120114AC","5a26df5c"
"12045QAB","b2b4386e"
"120462AA","53c9d15d"
"120463AA","9f63d1c3"
"120463AB","19f7a36d"
"120469AA","ea3cd0b"
"12046QAA","dad7605"
"121207AA","a4a30934"
"12120QAA","b227a008"
"121360AB","b42a6037"
"121579AA","37946db6"
"121579AB","b1001f18"
"121579AF","2a915d0e"
"121579AG","e1cd8eab"
"12168PAA","ccbea2f4"
"121693AA","85a111ef"
"121693AB","3356341"
"122394AA","f0afb5b3"
"122394AB","763bc71d"
"122394AC","bd6714b8"
"122394AD","a0622400"
"122395AA","3c05b52d"
"122395AB","ba91c783"
"12429TAA","2733b475"
"12429TAB","a1a7c6db"
"12429TAC","6afb157e"
"12429TAD","77fe25c6"
"12429TAE","bca2f663"
"12429WAA","a9bcb396"
"12429WAB","2f28c138"
"12466WAA","7feedc3d"
"12467AAA","d241f0d2"
"12467AAD","828c6161"
"12476NAA","f3d89d03"
"12476PAA","9ae9be1a"
"12479WAA","4f9578d2"
"12479WAB","c9010a7c"
"12479YAA","5a1f6ae0"
"12479YAB","dc8b184e"
"124845AD","8dd2f27d"
"124845AE","468e21d8"
"124845AF","c01a5376"
"124845AG","b4680d3"
"124847AC","d2f2c5b8"
"12489LAA","9f4f0e22"
"12489LAB","19db7c8c"
"12489LAC","d287af29"
"12489LAD","cf829f91"
"12489LAE","4de4c34"
"12489LAF","824a3e9a"
"12489LAG","4916ed3f"
"12489XAD","3773a040"
"1248EPAA","a2cc1a87"
"1248EPAC","ef04bb8c"
"1248EPAF","bfc92a3f"
"1248EPAH","85c34b4f"
"1248EPAJ","c80bea44"
"1248EPAL","1e520959"
"1248EPAM","d50edafc"
"1248EPAP","6a46cbb9"
"1248EPAQ","a11a181c"
"1248EPAR","278e6ab2"
"1248EPAS","ecd2b917"
"1248EPAT","f1d789af"
"1248EPAU","3a8b5a0a"
"1248EPAV","bc1f28a4"
"1248EPAW","7743fb01"
"1248EPAX","861549d4"
"1248EPAY","4d499a71"
"1248EPAZ","cbdde8df"
"1248EPBA","9324001a"
"1248EPBB","15b072b4"
"1248EPBC","deeca111"
"1248EPBD","c3e991a9"
"1248EPBE","8b5420c"
"1248EPBF","8e2130a2"
"1248EPBG","457de307"
"1248EPBK","32bf237c"
"1248EPBM","e4e6c061"
"1248EPBP","5baed124"
"1248EPBR","1666702f"
"1248EPBT","c03f9332"
"1248EPBX","b7fd5349"
"1248EPBZ","fa35f242"
"12490KAB","507fa8f0"
"124923AB","13c0a53"
"12500VAA","cce0aae"
"12500VAB","8a5a7800"
"12501BAA","e344213c"
"12501BAC","ae8c8037"
